OrderID,Product,Category,Quantity,Price,Date,CustomerID
2816,Smartwatch,Accessories,8,56.35,2024-04-26,534
2817,Socks,Accessories,5,56.56,2024-09-13,542
2818,Shirt,Clothing,9,80.05,2024-10-04,531
2819,Shirt,Clothing,1,40.69,2024-04-04,532
2820,Cotton T-Shirt,Clothing,3,99.57,2024-04-24,536
2821,Leather Belt,Accessories,5,94.83,2024-03-02,529
2822,Smartwatch,Accessories,2,6.23,2024-10-01,510
2823,Jacket,Clothing,3,90.1,2024-11-10,521
2824,Knee Length Shorts,Clothing,4,69.65,2024-05-03,536
2825,Running Shoes,Shoe,4,52.7,2024-03-20,524
2826,Canvas Shoes,Shoe,9,60.36,2024-05-26,527
2827,Cap,Accessories,1,84.98,2024-01-22,521
2828,Golf Shoes,Shoe,9,95.35,2024-03-23,518
2829,Jeans,Clothing,9,58.23,2024-11-19,504
2830,Running Shoes,Shoe,6,22.22,2024-01-05,547
2831,Socks,Accessories,1,65.78,2024-09-17,518
2832,Canvas Shoes,Shoe,6,12.24,2024-10-06,509
2833,Leather Belt,Accessories,8,65.34,2024-05-08,549
2834,Golf Shoes,Shoe,5,81.82,2024-04-23,530
2835,Jacket,Clothing,5,38.57,2024-10-10,535
2836,Leather Belt,Accessories,1,11.76,2024-02-16,545
2837,Jeans,Clothing,1,70.76,2024-12-06,530
2838,Hoodie,Clothing,8,37.24,2024-07-06,539
2839,Hoodie,Clothing,5,28.66,2024-01-19,546
2840,Hoodie,Clothing,8,70.47,2024-03-27,506
2841,Shirt,Clothing,2,97.11,2024-05-21,514
2842,Cap,Accessories,4,75.81,2024-09-07,546
2843,Socks,Accessories,9,51.68,2024-11-21,529
2844,Golf Shoes,Shoe,3,62.05,2024-01-08,532
2845,Golf Shoes,Shoe,6,18.52,2024-02-06,514
2846,Leather Belt,Accessories,7,82.26,2024-03-26,520
2847,Leather Belt,Accessories,3,62.41,2024-03-12,509
2848,Running Shoes,Shoe,1,96.75,2024-09-22,512
2849,Knee Length Shorts,Clothing,2,98.05,2024-03-07,514
2850,Hoodie,Clothing,7,38.69,2024-05-20,523
2851,Leather Belt,Accessories,7,98.91,2024-10-21,548
2852,Golf Shoes,Shoe,1,95.9,2024-03-04,534
2853,Knee Length Shorts,Clothing,7,65.78,2024-01-30,516
2854,Golf Shoes,Shoe,6,36.68,2024-02-14,518
2855,Golf Shoes,Shoe,6,76.57,2024-05-13,541
2856,Running Shoes,Shoe,7,30.77,2024-01-16,540
2857,Sunglasses,Accessories,7,64.84,2024-10-04,533
2858,Canvas Shoes,Shoe,1,7.34,2024-08-06,505
2859,Leather Belt,Accessories,5,64.72,2024-10-03,539
2860,Running Shoes,Shoe,8,95.4,2024-08-08,510
2861,Smartwatch,Accessories,8,27.34,2024-07-11,522
2862,Socks,Accessories,3,78.93,2024-06-06,543
2863,Shirt,Clothing,3,32.88,2024-01-24,544
2864,Running Shoes,Shoe,7,72.25,2024-11-15,533
2865,Hoodie,Clothing,4,71.5,2024-05-20,531
2866,Smartwatch,Accessories,6,22.55,2024-08-09,506
2867,Socks,Accessories,9,61.73,2024-01-26,536
2868,Jacket,Clothing,2,86.62,2024-04-07,503
2869,Socks,Accessories,2,41.34,2024-10-02,504
2870,Cap,Accessories,6,72.48,2024-03-01,527
2871,Golf Shoes,Shoe,3,69.07,2024-08-30,538
2872,Golf Shoes,Shoe,1,29.46,2024-01-09,525
2873,Golf Shoes,Shoe,2,92.27,2024-12-22,537
2874,Jacket,Clothing,7,58.53,2024-09-28,527
2875,Canvas Shoes,Shoe,4,38.75,2024-09-16,541
2876,Cotton T-Shirt,Clothing,2,20.61,2024-02-01,536
2877,Cap,Accessories,8,49.98,2024-12-05,546
2878,Cap,Accessories,4,74.36,2024-04-02,547
2879,Golf Shoes,Shoe,4,64.25,2024-05-07,536
2880,Leather Belt,Accessories,2,74.07,2024-08-24,546
2881,Jeans,Clothing,1,80.22,2024-01-17,542
2882,Shirt,Clothing,1,46.9,2024-02-10,507
2883,Socks,Accessories,3,54.42,2024-10-27,530
2884,Running Shoes,Shoe,6,98.71,2024-09-28,547
2885,Golf Shoes,Shoe,7,96.96,2024-10-02,529
2886,Golf Shoes,Shoe,9,44.41,2024-02-11,540
2887,Knee Length Shorts,Clothing,5,70.09,2024-09-22,541
2888,Jacket,Clothing,9,30.42,2024-02-21,505
2889,Jeans,Clothing,8,19.51,2024-07-06,506
2890,Hoodie,Clothing,1,78,2024-05-30,544
2891,Socks,Accessories,3,46.44,2024-08-31,507
2892,Cotton T-Shirt,Clothing,8,21.82,2024-10-15,539
2893,Socks,Accessories,9,77.09,2024-05-06,532
2894,Cap,Accessories,4,91.94,2024-07-23,515
2895,Canvas Shoes,Shoe,6,93.66,2024-11-01,513
2896,Smartwatch,Accessories,4,61.65,2024-12-22,518
2897,Socks,Accessories,9,50.57,2024-04-09,510
2898,Canvas Shoes,Shoe,2,18.48,2024-12-09,540
2899,Shirt,Clothing,6,80.32,2024-03-19,511
2900,Canvas Shoes,Shoe,3,94.81,2024-07-01,540
2901,Running Shoes,Shoe,4,89.5,2024-04-07,540
2902,Jeans,Clothing,2,76.42,2024-03-08,547
2903,Socks,Accessories,8,5.43,2024-11-29,502
2904,Cap,Accessories,8,43.74,2024-01-28,527
2905,Smartwatch,Accessories,1,44.02,2024-01-29,545
2906,Cotton T-Shirt,Clothing,6,89.96,2024-12-03,544
2907,Hoodie,Clothing,1,11.24,2024-05-01,508
2908,Jeans,Clothing,6,55.47,2024-07-30,549
2909,Socks,Accessories,7,17.93,2024-06-24,538
2910,Socks,Accessories,2,67.92,2024-04-14,516
2911,Running Shoes,Shoe,9,80.26,2024-03-12,524
2912,Jeans,Clothing,8,65.99,2024-04-19,523
2913,Leather Belt,Accessories,9,80.49,2024-04-22,514
2914,Knee Length Shorts,Clothing,4,62.71,2024-08-19,527
2915,Hoodie,Clothing,4,23.03,2024-02-12,510
2916,Canvas Shoes,Shoe,8,41.35,2024-09-21,528
2917,Cotton T-Shirt,Clothing,1,95.9,2024-10-22,525
2918,Cap,Accessories,8,32.38,2024-02-15,502
2919,Canvas Shoes,Shoe,7,10.97,2024-02-27,545
2920,Jeans,Clothing,7,41.56,2024-08-12,533
2921,Socks,Accessories,9,39.8,2024-05-19,546
2922,Knee Length Shorts,Clothing,7,49.68,2024-04-10,535
2923,Hoodie,Clothing,2,58.23,2024-10-07,547
2924,Cap,Accessories,1,99.28,2024-08-25,541
2925,Shirt,Clothing,1,76.84,2024-03-29,513
2926,Canvas Shoes,Shoe,7,8.41,2024-09-02,505
2927,Golf Shoes,Shoe,5,72.71,2024-06-27,505
2928,Jeans,Clothing,4,83.3,2024-08-18,522
2929,Hoodie,Clothing,5,90.08,2024-04-08,534
2930,Knee Length Shorts,Clothing,6,45.28,2024-08-02,501
2931,Jeans,Clothing,6,34.79,2024-07-18,517
2932,Canvas Shoes,Shoe,1,84.74,2024-09-12,549
2933,Running Shoes,Shoe,2,78.87,2024-07-13,509
2934,Golf Shoes,Shoe,3,55.92,2024-01-24,510
2935,Jeans,Clothing,4,16.2,2024-12-28,515
2936,Jeans,Clothing,6,66.92,2024-09-26,545
2937,Leather Belt,Accessories,9,11.24,2024-10-04,529
2938,Shirt,Clothing,2,14.53,2024-08-13,525
2939,Jacket,Clothing,8,36.46,2024-08-15,521
2940,Golf Shoes,Shoe,9,40.26,2024-05-07,517
2941,Jeans,Clothing,2,48.89,2024-01-31,527
2942,Smartwatch,Accessories,9,37.22,2024-12-06,528
2943,Golf Shoes,Shoe,7,8.21,2024-09-07,523
2944,Hoodie,Clothing,9,19.95,2024-02-27,539
2945,Golf Shoes,Shoe,6,15.94,2024-11-20,536
2946,Running Shoes,Shoe,2,45.96,2024-05-26,503
2947,Golf Shoes,Shoe,8,25.15,2024-04-15,533
2948,Socks,Accessories,9,32.89,2024-03-25,507
2949,Socks,Accessories,8,49.8,2024-01-02,505
2950,Running Shoes,Shoe,2,27.38,2024-10-29,526
2951,Socks,Accessories,8,28.36,2024-02-22,517
2952,Golf Shoes,Shoe,3,84.15,2024-08-09,517
2953,Running Shoes,Shoe,3,57.07,2024-01-25,547
2954,Sunglasses,Accessories,9,86.39,2024-02-04,503
2955,Socks,Accessories,9,53.88,2024-06-05,503
2956,Canvas Shoes,Shoe,9,91.38,2024-12-08,534
2957,Running Shoes,Shoe,4,29.2,2024-05-24,508
2958,Canvas Shoes,Shoe,7,63.58,2024-12-01,545
2959,Socks,Accessories,8,52.81,2024-10-04,506
2960,Running Shoes,Shoe,5,92.28,2024-10-20,537
2961,Canvas Shoes,Shoe,1,44.76,2024-12-08,545
2962,Shirt,Clothing,9,86.21,2024-10-03,522
2963,Knee Length Shorts,Clothing,6,58.57,2024-06-27,533
2964,Sunglasses,Accessories,3,72.31,2024-10-06,507
2965,Jacket,Clothing,3,89.25,2024-12-17,549
2966,Smartwatch,Accessories,1,99.71,2024-10-27,540
2967,Jeans,Clothing,8,74.46,2024-07-15,519
2968,Leather Belt,Accessories,2,34.88,2024-08-12,548
2969,Cotton T-Shirt,Clothing,1,33.41,2024-02-16,546
2970,Shirt,Clothing,7,34.36,2024-07-03,510
2971,Jacket,Clothing,9,14.3,2024-06-10,523
2972,Sunglasses,Accessories,6,10.09,2024-05-10,502
2973,Smartwatch,Accessories,8,60.18,2024-10-21,521
2974,Hoodie,Clothing,8,82.01,2024-04-01,524
2975,Golf Shoes,Shoe,9,8.43,2024-03-15,548
2976,Jeans,Clothing,7,58.83,2024-05-17,513
2977,Sunglasses,Accessories,9,40.32,2024-06-16,505
2978,Golf Shoes,Shoe,9,89.79,2024-09-14,518
2979,Hoodie,Clothing,1,18.81,2024-08-25,511
2980,Canvas Shoes,Shoe,6,58.53,2024-02-14,537
2981,Sunglasses,Accessories,8,97.24,2024-11-04,532
2982,Running Shoes,Shoe,9,37.78,2024-05-16,528
2983,Cotton T-Shirt,Clothing,4,75.47,2024-04-12,522
2984,Canvas Shoes,Shoe,2,88.83,2024-05-08,545
2985,Running Shoes,Shoe,9,22.69,2024-06-09,528
2986,Running Shoes,Shoe,9,99.29,2024-02-07,501
2987,Canvas Shoes,Shoe,8,81.89,2024-02-26,506
2988,Cotton T-Shirt,Clothing,3,18.07,2024-06-09,511
2989,Smartwatch,Accessories,5,34.53,2024-06-24,542
2990,Jeans,Clothing,2,64.37,2024-09-15,533
2991,Sunglasses,Accessories,3,89.07,2024-10-14,516
2992,Leather Belt,Accessories,1,23.51,2024-11-19,513
2993,Shirt,Clothing,4,74.46,2024-05-24,521
2994,Sunglasses,Accessories,5,30.71,2024-03-08,548
2995,Golf Shoes,Shoe,2,81.51,2024-12-05,547
2996,Shirt,Clothing,3,69.93,2024-09-24,539
2997,Golf Shoes,Shoe,6,54.68,2024-08-05,546
2998,Running Shoes,Shoe,6,66.74,2024-10-27,524
2999,Running Shoes,Shoe,7,88.26,2024-06-12,543
3000,Cotton T-Shirt,Clothing,9,41.71,2024-12-01,527
3001,Running Shoes,Shoe,4,78.08,2024-06-27,545
3002,Golf Shoes,Shoe,5,20.1,2024-02-17,537
3003,Cap,Accessories,2,71.61,2024-07-12,503
3004,Smartwatch,Accessories,6,76.31,2024-10-15,512
3005,Running Shoes,Shoe,4,47.08,2024-07-24,507
3006,Running Shoes,Shoe,5,80.39,2024-03-24,520
3007,Golf Shoes,Shoe,7,57.92,2024-04-10,515
3008,Golf Shoes,Shoe,6,93.95,2024-06-03,501
3009,Golf Shoes,Shoe,8,15.68,2024-02-16,510
3010,Golf Shoes,Shoe,6,17.43,2024-08-21,514
3011,Running Shoes,Shoe,8,85.03,2024-12-06,515
3012,Leather Belt,Accessories,4,85.02,2024-10-25,534
3013,Golf Shoes,Shoe,7,49.77,2024-12-01,549
3014,Jeans,Clothing,3,96.58,2024-05-26,525
3015,Cotton T-Shirt,Clothing,1,69.54,2024-07-14,531
3016,Shirt,Clothing,9,98.37,2024-01-22,510
3017,Smartwatch,Accessories,9,55.58,2024-07-12,537
3018,Canvas Shoes,Shoe,6,24.15,2024-12-29,506
3019,Sunglasses,Accessories,2,47.22,2024-12-19,506
3020,Running Shoes,Shoe,8,98.15,2024-09-30,528
3021,Sunglasses,Accessories,6,40.19,2024-07-26,538
3022,Cap,Accessories,7,95.92,2024-10-01,514
3023,Running Shoes,Shoe,1,80.72,2024-08-04,513
3024,Smartwatch,Accessories,3,47,2024-01-27,513
3025,Knee Length Shorts,Clothing,1,56.48,2024-01-15,510
3026,Cap,Accessories,1,62.71,2024-06-07,516
3027,Golf Shoes,Shoe,1,68.25,2024-08-01,539
3028,Smartwatch,Accessories,4,12.29,2024-12-16,535
3029,Smartwatch,Accessories,7,93.69,2024-06-12,515
3030,Running Shoes,Shoe,7,61.71,2024-05-06,523
3031,Leather Belt,Accessories,5,93.46,2024-11-25,537
3032,Knee Length Shorts,Clothing,6,65.03,2024-02-27,508
3033,Canvas Shoes,Shoe,2,45.95,2024-05-26,526
3034,Knee Length Shorts,Clothing,5,58.86,2024-09-12,522
3035,Canvas Shoes,Shoe,7,83.8,2024-04-19,505
3036,Running Shoes,Shoe,9,35.98,2024-02-18,534
3037,Socks,Accessories,6,95.86,2024-06-30,527
3038,Sunglasses,Accessories,4,49.27,2024-03-01,519
3039,Golf Shoes,Shoe,3,95.84,2024-08-22,543
3040,Jacket,Clothing,9,88.67,2024-08-29,543
3041,Hoodie,Clothing,7,77.93,2024-05-09,535
3042,Running Shoes,Shoe,6,49.41,2024-11-26,545
3043,Canvas Shoes,Shoe,7,60.76,2024-09-20,520
3044,Smartwatch,Accessories,8,84.61,2024-07-26,547
3045,Golf Shoes,Shoe,5,56.69,2024-05-21,538
3046,Leather Belt,Accessories,3,75.13,2024-01-22,513
3047,Running Shoes,Shoe,3,80.11,2024-01-17,518
3048,Socks,Accessories,2,53.74,2024-12-28,518
3049,Cotton T-Shirt,Clothing,8,55.94,2024-11-14,501
3050,Hoodie,Clothing,1,23.79,2024-05-01,532
3051,Running Shoes,Shoe,8,28.25,2024-10-08,525
3052,Canvas Shoes,Shoe,3,90.97,2024-08-14,521
3053,Cap,Accessories,9,84.83,2024-10-27,527
3054,Socks,Accessories,2,5.96,2024-10-12,511
3055,Hoodie,Clothing,9,87.59,2024-04-25,548
3056,Socks,Accessories,6,7.4,2024-05-28,501
3057,Sunglasses,Accessories,1,48.54,2024-06-18,519
3058,Jacket,Clothing,5,11.41,2024-03-30,532
3059,Leather Belt,Accessories,9,97.04,2024-04-28,508
3060,Cotton T-Shirt,Clothing,6,97.37,2024-07-02,519
3061,Golf Shoes,Shoe,7,63.03,2024-09-20,516
3062,Knee Length Shorts,Clothing,4,42.26,2024-08-14,535
3063,Jeans,Clothing,1,53.64,2024-04-02,502
3064,Jeans,Clothing,5,77.42,2024-04-26,512
3065,Cotton T-Shirt,Clothing,2,26.2,2024-11-07,529
3066,Running Shoes,Shoe,8,46.96,2024-11-13,510
3067,Running Shoes,Shoe,4,75.04,2024-04-30,522
3068,Golf Shoes,Shoe,1,42.56,2024-11-12,534
3069,Jeans,Clothing,7,8.04,2024-05-17,521
3070,Cap,Accessories,2,53.2,2024-08-18,537
3071,Leather Belt,Accessories,3,75.05,2024-11-01,505
3072,Shirt,Clothing,9,97.8,2024-05-27,506
3073,Knee Length Shorts,Clothing,9,8.52,2024-10-10,532
3074,Shirt,Clothing,2,56.29,2024-05-21,503
3075,Golf Shoes,Shoe,3,47.74,2024-11-27,510
3076,Shirt,Clothing,9,28.03,2024-01-08,505
3077,Jeans,Clothing,1,65.59,2024-01-05,524
3078,Cotton T-Shirt,Clothing,2,20.54,2024-09-13,520
3079,Smartwatch,Accessories,2,31.97,2024-11-24,537
3080,Sunglasses,Accessories,3,79.27,2024-09-02,531
3081,Canvas Shoes,Shoe,3,48.74,2024-08-22,547
3082,Smartwatch,Accessories,2,99.4,2024-12-27,517
3083,Cap,Accessories,8,41.71,2024-01-10,549
3084,Hoodie,Clothing,8,49.01,2024-08-29,524
3085,Canvas Shoes,Shoe,8,33.52,2024-11-16,518
3086,Canvas Shoes,Shoe,2,27.45,2024-07-06,526
3087,Running Shoes,Shoe,9,92.62,2024-11-09,542
3088,Shirt,Clothing,7,76.14,2024-01-02,507
3089,Sunglasses,Accessories,5,36.67,2024-06-02,543
3090,Running Shoes,Shoe,7,71.51,2024-07-21,514
3091,Sunglasses,Accessories,8,96.75,2024-08-04,541
3092,Canvas Shoes,Shoe,9,12.03,2024-11-10,549
3093,Smartwatch,Accessories,2,30.13,2024-04-14,502
3094,Cotton T-Shirt,Clothing,6,24.05,2024-01-01,530
3095,Leather Belt,Accessories,9,87.63,2024-09-10,549
3096,Smartwatch,Accessories,6,22.02,2024-10-13,517
3097,Running Shoes,Shoe,2,34.27,2024-10-20,520
3098,Canvas Shoes,Shoe,1,56.67,2024-10-04,510
3099,Running Shoes,Shoe,3,64,2024-07-12,524
3100,Hoodie,Clothing,5,81.78,2024-09-13,544
3101,Smartwatch,Accessories,7,43.7,2024-09-06,512
3102,Jacket,Clothing,3,55.75,2024-09-04,527
3103,Jacket,Clothing,9,96.72,2024-03-28,515
3104,Shirt,Clothing,4,33.25,2024-09-09,509
3105,Shirt,Clothing,2,28.57,2024-06-12,518
3106,Golf Shoes,Shoe,3,72.51,2024-06-10,548
3107,Shirt,Clothing,5,78.26,2024-09-21,507
3108,Canvas Shoes,Shoe,3,44.4,2024-04-19,528
3109,Smartwatch,Accessories,5,25.23,2024-12-05,546
3110,Jeans,Clothing,4,79,2024-07-25,536
3111,Leather Belt,Accessories,3,68.7,2024-11-14,503
3112,Canvas Shoes,Shoe,6,88.24,2024-05-11,544
3113,Canvas Shoes,Shoe,8,85.21,2024-05-12,516
3114,Sunglasses,Accessories,4,24.49,2024-04-17,536
3115,Socks,Accessories,9,84.07,2024-06-20,504
3116,Hoodie,Clothing,6,21.64,2024-02-09,535
3117,Cap,Accessories,5,87.05,2024-10-18,509
3118,Golf Shoes,Shoe,3,78.18,2024-02-04,546
3119,Running Shoes,Shoe,5,59.14,2024-02-28,512
3120,Cotton T-Shirt,Clothing,5,66.01,2024-07-11,510
3121,Socks,Accessories,4,14.89,2024-07-28,546
3122,Canvas Shoes,Shoe,6,8.79,2024-01-31,544
3123,Sunglasses,Accessories,3,36.41,2024-06-22,544
3124,Smartwatch,Accessories,1,83.03,2024-10-31,502
3125,Running Shoes,Shoe,7,49.25,2024-07-16,519
3126,Cotton T-Shirt,Clothing,7,26.22,2024-04-15,513
3127,Cap,Accessories,4,84.28,2024-10-01,542
3128,Canvas Shoes,Shoe,9,26.72,2024-04-05,533
3129,Canvas Shoes,Shoe,2,82.47,2024-06-18,501
3130,Running Shoes,Shoe,1,48.03,2024-01-30,528
3131,Cotton T-Shirt,Clothing,3,49.03,2024-10-08,540
3132,Golf Shoes,Shoe,7,30.91,2024-06-09,506
3133,Shirt,Clothing,9,90.52,2024-11-01,503
3134,Socks,Accessories,2,13.43,2024-04-20,545
3135,Smartwatch,Accessories,6,18.72,2024-07-30,525
3136,Jacket,Clothing,3,65.41,2024-07-14,544
3137,Shirt,Clothing,5,85.76,2024-04-05,516
3138,Socks,Accessories,9,14.07,2024-12-03,543
3139,Sunglasses,Accessories,3,74.71,2024-05-17,504
3140,Shirt,Clothing,1,75.54,2024-10-04,508
3141,Cap,Accessories,5,60.24,2024-11-05,539
3142,Leather Belt,Accessories,1,51.24,2024-06-27,516
3143,Running Shoes,Shoe,8,35.5,2024-12-02,544
3144,Cap,Accessories,7,38.39,2024-08-21,538
3145,Smartwatch,Accessories,2,69.07,2024-09-05,523
3146,Running Shoes,Shoe,9,11.2,2024-05-11,506
3147,Knee Length Shorts,Clothing,5,60.57,2024-09-05,543
3148,Socks,Accessories,7,31.48,2024-10-19,544
3149,Shirt,Clothing,4,49.33,2024-03-03,516
3150,Jacket,Clothing,1,58.1,2024-11-02,516
3151,Running Shoes,Shoe,8,89.14,2024-09-13,523
3152,Socks,Accessories,1,60.01,2024-09-04,516
3153,Socks,Accessories,3,26.58,2024-09-20,536
3154,Smartwatch,Accessories,6,12.55,2024-12-02,512
3155,Socks,Accessories,8,64.56,2024-12-26,537
3156,Cotton T-Shirt,Clothing,8,56.78,2024-06-27,509
3157,Canvas Shoes,Shoe,2,68.82,2024-11-10,518
3158,Running Shoes,Shoe,9,48.64,2024-10-27,509
3159,Leather Belt,Accessories,4,83.39,2024-06-13,548
3160,Cap,Accessories,4,92.42,2024-03-31,521
3161,Jacket,Clothing,2,8.8,2024-11-17,501
3162,Running Shoes,Shoe,1,75.69,2024-07-10,523
3163,Sunglasses,Accessories,7,8.34,2024-10-18,505
3164,Smartwatch,Accessories,3,47.28,2024-03-16,519
3165,Socks,Accessories,4,48.85,2024-11-01,535
3166,Shirt,Clothing,9,71.14,2024-04-08,533
3167,Smartwatch,Accessories,6,38.48,2024-04-04,546
3168,Hoodie,Clothing,1,82.99,2024-06-29,518
3169,Smartwatch,Accessories,9,37.57,2024-06-02,540
3170,Canvas Shoes,Shoe,9,37.54,2024-12-21,514
3171,Sunglasses,Accessories,5,26.16,2024-11-19,520
3172,Leather Belt,Accessories,8,69.97,2024-04-21,513
3173,Running Shoes,Shoe,7,12.28,2024-06-19,516
3174,Sunglasses,Accessories,8,39.49,2024-09-09,541
3175,Cap,Accessories,9,30.35,2024-12-16,531
3176,Canvas Shoes,Shoe,2,26.79,2024-05-01,539
3177,Hoodie,Clothing,5,10.79,2024-07-23,535
3178,Leather Belt,Accessories,8,23.09,2024-09-01,520
3179,Canvas Shoes,Shoe,3,47.39,2024-05-06,501
3180,Leather Belt,Accessories,6,52.86,2024-12-24,540
3181,Running Shoes,Shoe,6,30.6,2024-11-10,546
3182,Jeans,Clothing,7,66.77,2024-02-15,513
3183,Running Shoes,Shoe,3,36.9,2024-10-22,507
3184,Smartwatch,Accessories,8,39.89,2024-08-23,545
3185,Sunglasses,Accessories,8,79.35,2024-05-20,522
3186,Jacket,Clothing,9,57.44,2024-04-30,507
3187,Hoodie,Clothing,8,95.55,2024-12-26,520
3188,Jeans,Clothing,3,39.13,2024-01-09,537
3189,Running Shoes,Shoe,6,83.64,2024-03-06,536
3190,Canvas Shoes,Shoe,9,75.14,2024-11-04,504
3191,Jacket,Clothing,1,89.57,2024-03-21,506
3192,Running Shoes,Shoe,3,95.9,2024-09-16,546
3193,Smartwatch,Accessories,2,5.73,2024-04-14,503
3194,Cap,Accessories,8,13.39,2024-04-06,503
3195,Canvas Shoes,Shoe,6,69.06,2024-07-08,503
3196,Sunglasses,Accessories,8,42.07,2024-12-13,536
3197,Hoodie,Clothing,2,82.82,2024-07-13,509
3198,Canvas Shoes,Shoe,6,6.14,2024-11-29,516
3199,Leather Belt,Accessories,7,81.66,2024-03-23,516
3200,Running Shoes,Shoe,8,17.85,2024-09-07,512
3201,Knee Length Shorts,Clothing,9,32.57,2024-03-10,538
3202,Cap,Accessories,5,97.06,2024-10-18,520
3203,Shirt,Clothing,3,9.9,2024-12-05,531
3204,Golf Shoes,Shoe,2,38.16,2024-07-06,530
3205,Knee Length Shorts,Clothing,8,13.03,2024-05-20,521
3206,Knee Length Shorts,Clothing,1,86.09,2024-05-19,503
3207,Golf Shoes,Shoe,6,71.79,2024-03-15,521
3208,Jeans,Clothing,2,81.03,2024-04-09,528
3209,Running Shoes,Shoe,3,55.09,2024-05-24,528
3210,Knee Length Shorts,Clothing,8,38.98,2024-06-23,505
3211,Running Shoes,Shoe,1,5.22,2024-11-04,507
3212,Cotton T-Shirt,Clothing,6,31.4,2024-08-08,505
3213,Jeans,Clothing,3,53.88,2024-11-18,509
3214,Leather Belt,Accessories,6,68.11,2024-01-10,547
3215,Cap,Accessories,3,26.75,2024-02-15,521
3216,Running Shoes,Shoe,8,18.2,2024-12-04,520
3217,Cap,Accessories,5,24.15,2024-04-26,538
3218,Golf Shoes,Shoe,4,38.64,2024-01-04,540
3219,Golf Shoes,Shoe,9,19.1,2024-11-08,537
3220,Leather Belt,Accessories,5,19.9,2024-08-25,517
3221,Jacket,Clothing,4,9.16,2024-10-20,542
3222,Socks,Accessories,8,86.39,2024-01-31,528
3223,Canvas Shoes,Shoe,8,25.88,2024-05-09,531
3224,Cap,Accessories,8,83.08,2024-08-28,533
3225,Running Shoes,Shoe,4,46.64,2024-03-21,532
3226,Golf Shoes,Shoe,1,65.08,2024-01-25,532
3227,Leather Belt,Accessories,2,12.19,2024-09-17,548
3228,Running Shoes,Shoe,4,60.44,2024-02-17,523
3229,Jacket,Clothing,2,32.55,2024-02-21,521
3230,Cotton T-Shirt,Clothing,3,14.04,2024-11-25,525
3231,Sunglasses,Accessories,9,91.28,2024-05-28,533
3232,Running Shoes,Shoe,9,62.34,2024-04-08,503
3233,Cotton T-Shirt,Clothing,9,27.96,2024-03-07,506
3234,Running Shoes,Shoe,7,44.87,2024-07-28,549
3235,Running Shoes,Shoe,4,38.91,2024-09-04,528
3236,Leather Belt,Accessories,1,71.56,2024-04-28,502
3237,Canvas Shoes,Shoe,3,62.71,2024-08-15,532
3238,Cotton T-Shirt,Clothing,8,6.88,2024-04-12,526
3239,Golf Shoes,Shoe,4,23.79,2024-10-15,505
3240,Running Shoes,Shoe,2,50.42,2024-08-27,511
3241,Jeans,Clothing,8,47.32,2024-08-19,510
3242,Shirt,Clothing,7,54.08,2024-10-16,515
3243,Jeans,Clothing,9,72.91,2024-06-02,518
3244,Socks,Accessories,2,69.79,2024-06-18,549
3245,Jeans,Clothing,5,40.42,2024-06-07,514
3246,Socks,Accessories,6,88.37,2024-04-22,528
3247,Running Shoes,Shoe,2,10.98,2024-02-20,530
3248,Jacket,Clothing,2,60.53,2024-02-05,513
3249,Golf Shoes,Shoe,4,95.22,2024-01-13,520
3250,Running Shoes,Shoe,8,57.16,2024-12-06,502
3251,Golf Shoes,Shoe,5,48.24,2024-08-05,525
3252,Cap,Accessories,9,17.72,2024-08-30,544
3253,Sunglasses,Accessories,4,81.97,2024-08-10,543
3254,Smartwatch,Accessories,3,40.51,2024-07-26,512
3255,Socks,Accessories,8,71.62,2024-09-25,525
3256,Sunglasses,Accessories,1,23.77,2024-08-09,504
3257,Cotton T-Shirt,Clothing,9,8.98,2024-10-14,542
3258,Cotton T-Shirt,Clothing,4,34.02,2024-01-12,512
3259,Canvas Shoes,Shoe,9,31.73,2024-07-05,507
3260,Cotton T-Shirt,Clothing,8,87.98,2024-06-17,538
3261,Shirt,Clothing,3,87.14,2024-10-19,540
3262,Golf Shoes,Shoe,3,55.72,2024-11-19,532
3263,Shirt,Clothing,9,6.8,2024-04-15,543
3264,Jeans,Clothing,3,26.69,2024-06-24,506
3265,Socks,Accessories,4,65.71,2024-12-14,527
3266,Jacket,Clothing,9,14.63,2024-02-10,535
3267,Cotton T-Shirt,Clothing,4,71.56,2024-11-07,521
3268,Canvas Shoes,Shoe,3,6.14,2024-11-20,520
3269,Knee Length Shorts,Clothing,7,69.84,2024-09-05,519
3270,Cap,Accessories,6,85.23,2024-09-23,533
3271,Cotton T-Shirt,Clothing,1,49.58,2024-08-09,504
3272,Golf Shoes,Shoe,8,83.76,2024-04-22,519
3273,Cap,Accessories,1,79.25,2024-10-10,549
3274,Golf Shoes,Shoe,4,68.78,2024-10-04,528
3275,Leather Belt,Accessories,6,47.29,2024-07-21,522
3276,Smartwatch,Accessories,6,30.83,2024-12-06,524
3277,Canvas Shoes,Shoe,7,86.78,2024-09-18,546
3278,Golf Shoes,Shoe,5,66.62,2024-10-08,530
3279,Cotton T-Shirt,Clothing,5,80.81,2024-05-23,529
3280,Canvas Shoes,Shoe,4,57.44,2024-08-30,510
3281,Golf Shoes,Shoe,6,21.33,2024-09-26,532
3282,Shirt,Clothing,7,98.05,2024-02-04,509
3283,Jacket,Clothing,1,22.36,2024-10-24,525
